fd_id,did_eat_meat,was_vegan,no_meals,no_snacks,alcohol_consumed,water_drank
181004,False,False,1,3,287,987
181005,False,True,1,5,0,2080
181006,False,False,2,3,0,655
181007,True,False,3,3,0,1444
181008,False,True,5,4,0,1200
181009,True,False,1,5,0,1870
182000,True,False,3,5,0,1800
182001,False,True,1,4,0,983
182002,False,True,4,0,0,2019
182003,True,False,2,5,0,1415
182004,False,True,2,3,0,2097
182005,False,False,1,1,0,939
182006,True,False,1,4,0,1238
182007,False,False,2,3,55,1824
182008,True,False,2,0,0,858
182009,True,False,2,1,0,1836
183000,True,False,5,0,0,2772
183001,True,False,3,0,0,947
183002,False,False,1,3,0,2870
183003,False,False,5,2,0,776
183004,True,False,2,0,605,2119
183005,True,False,2,1,0,664
183006,True,False,1,5,0,2329
183007,True,False,2,0,108,1576
183008,False,False,2,5,0,2348
183009,False,False,1,4,0,2107
184000,False,False,2,2,0,815
184001,False,False,1,0,803,1970
184002,False,True,1,1,0,2132
184003,True,False,3,0,0,1210
184004,False,False,1,0,203,1277
184005,True,False,3,1,0,1834
184006,False,False,1,2,497,2499
184007,False,False,1,4,0,1153
184008,False,False,2,0,0,825
184009,True,False,3,0,0,511
185000,True,False,3,3,0,1852
185001,True,False,2,5,0,1507
185002,True,False,3,5,0,1251
185003,False,False,2,5,0,1097
185004,True,False,2,3,0,2470
185005,False,False,1,3,0,1719
185006,False,False,3,0,0,927
185007,False,False,1,0,643,1453
185008,True,False,2,3,0,1894
185009,True,False,2,5,0,2068
186000,False,False,6,4,0,1988
186001,True,False,1,0,0,2465
186002,True,False,1,1,0,1100
186003,True,False,2,1,0,2352
186004,False,False,5,1,737,579
186005,False,True,1,2,309,2222
186006,True,False,2,0,523,2171
186007,False,False,2,5,0,1598
186008,True,False,1,3,0,832
186009,True,False,3,2,0,2429
187000,True,False,1,4,884,564
187001,False,False,2,4,343,1826
187002,True,False,1,3,125,1616
187003,True,False,1,3,0,1769
187004,False,False,1,0,0,1499
187005,False,True,3,5,0,838
187006,False,True,1,4,54,1158
187007,True,False,1,2,0,2114
187008,False,True,2,2,0,1219
187009,False,False,2,0,227,657
188000,False,True,2,4,0,1191
188001,True,False,2,0,539,2551
188002,False,False,2,0,0,1597
188003,True,False,4,4,0,1275
188004,True,False,3,1,0,2429
188005,False,False,1,4,32,1186
188006,False,False,1,2,0,579
188007,False,True,1,1,0,1860
188008,True,False,2,1,429,1860
188009,True,False,1,3,0,1591
189000,False,False,1,0,0,1054
189001,False,False,2,4,0,1758
189002,True,False,2,1,0,898
189003,True,False,3,0,0,2194
189004,True,False,1,1,0,1904
189005,False,False,2,5,0,1916
189006,False,False,3,0,0,1647
189007,False,True,1,0,0,1769
189008,True,False,3,2,0,812
189009,True,False,2,3,0,664
190000,False,False,1,3,0,2388
190001,True,False,2,1,0,2093
190002,False,False,1,2,0,1630
190003,True,False,2,2,0,517
190004,False,False,6,4,0,1854
190005,False,False,1,3,0,2617
190006,False,True,1,4,0,2473
190007,False,True,1,1,976,2318
190008,True,False,1,2,0,2143
190009,False,False,1,2,0,1222
191000,True,False,1,5,507,2601
191001,True,False,1,3,0,1929
191002,True,False,2,2,422,1413
191003,False,False,2,5,221,1680
191004,True,False,1,4,0,1347
191005,True,False,3,0,0,1493
191006,False,False,1,0,0,1538
191007,True,False,2,4,236,1171
191008,True,False,2,5,0,1020
191009,False,True,2,1,0,1385
192000,True,False,2,3,1,2330
192001,True,False,2,2,115,3377
192002,True,False,1,2,0,1163
192003,True,False,1,2,0,1455
192004,True,False,2,2,0,1276
192005,False,True,4,5,0,1861
192006,False,False,2,2,0,2300
192007,True,False,2,3,0,708
192008,True,False,3,2,0,1879
192009,False,True,2,5,473,2094
193000,False,False,2,5,455,1343
193001,False,True,1,2,0,1645
193002,False,False,3,5,907,1430
193003,True,False,1,4,0,837
193004,False,False,1,3,0,1201
193005,True,False,1,0,816,2221
193006,False,False,1,1,0,1257
193007,False,False,3,0,244,613
193008,True,False,4,4,843,1943
193009,True,False,7,2,0,1884
194000,False,False,3,2,0,1253
194001,True,False,3,1,0,2094
194002,True,False,6,5,0,1348
194003,True,False,3,1,0,2324
194004,True,False,3,3,0,2456
194005,False,False,1,3,0,982
194006,True,False,1,3,0,631
194007,True,False,3,4,0,2637
194008,False,False,4,1,0,1280
194009,False,False,3,4,0,2710
195000,False,False,3,4,0,939
195001,False,True,2,4,0,1510
195002,False,False,1,2,0,598
195003,True,False,1,4,0,1757
195004,True,False,2,1,0,768
195005,False,False,2,5,0,727
195006,True,False,4,2,0,1267
195007,False,False,1,3,93,2400
195008,False,False,3,0,0,2546
195009,False,False,1,3,429,1945
196000,True,False,2,2,0,2108
196001,False,False,1,2,0,2400
196002,False,False,6,5,0,2442
196003,False,False,1,3,0,541
196004,False,True,1,2,62,1104
196005,True,False,1,3,0,2474
196006,True,False,5,5,0,1895
196007,True,False,1,0,0,2118
196008,True,False,6,0,0,2202
196009,False,False,3,2,0,1531
197000,True,False,1,3,0,1366
197001,True,False,2,5,474,2175
197002,True,False,2,5,151,1660
197003,True,False,3,2,0,1579
197004,False,False,2,2,0,1009
197005,True,False,3,0,23,1207
197006,True,False,1,4,0,872
197007,True,False,2,2,0,801
197008,False,False,3,4,0,2134
197009,False,True,2,1,0,694
198000,False,False,1,2,0,1711
198001,True,False,3,4,0,2316
198002,True,False,1,5,0,2408
198003,False,False,2,4,748,1730
198004,True,False,1,0,0,2097
198005,False,True,2,5,0,1933
198006,True,False,2,4,0,590
198007,True,False,2,5,0,2151
198008,False,True,1,2,0,2435
198009,True,False,3,1,271,2271
199000,True,False,3,5,0,2588
199001,True,False,1,4,0,1023
199002,False,False,1,5,0,2370
199003,False,False,1,4,667,698
199004,True,False,1,0,0,2028
199005,False,True,2,1,0,1877
199006,True,False,3,5,0,2156
199007,False,False,1,3,773,1192
199008,False,False,3,0,0,2376
199009,True,False,2,3,0,2463
200000,False,True,2,1,0,1669
200001,False,False,3,3,50,2231
200002,False,True,1,3,0,1382
200003,False,True,1,3,0,3244
200004,True,False,2,5,0,1320
200005,False,False,1,5,0,2130
200006,False,False,1,2,0,1988
200007,False,True,1,2,0,1846
200008,False,False,3,0,519,726
200009,False,False,2,4,0,1582
201000,True,False,3,3,0,1421
201001,True,False,3,3,0,617
201002,False,False,1,1,0,535
201003,True,False,1,2,0,2223
201004,True,False,2,3,0,842
201005,True,False,1,4,635,1972
201006,True,False,2,1,0,1122
201007,False,False,3,0,0,1956
201008,True,False,1,2,0,944
201009,True,False,2,1,0,1543
202000,True,False,2,4,834,2392
202001,False,True,3,3,0,1214
202002,False,False,3,1,776,1668
202003,False,True,2,2,170,1081
202004,True,False,2,3,489,806
202005,False,True,3,0,0,1825
202006,True,False,2,0,0,1751
202007,False,False,1,1,0,507
202008,True,False,2,2,0,1555
202009,False,False,2,4,897,1298
203000,True,False,5,5,0,1363
203001,False,False,1,4,0,1460
203002,False,True,1,2,575,2246
203003,True,False,1,4,0,1541
203004,False,False,1,4,204,1179
203005,True,False,2,0,0,574
203006,False,False,2,3,0,2075
203007,True,False,3,3,0,1658
203008,True,False,2,4,0,1888
203009,False,False,2,3,0,1867
204000,False,False,2,3,0,672
204001,False,False,2,5,0,1766
204002,True,False,3,5,0,2026
204003,True,False,1,4,326,3039
204004,True,False,1,3,0,2446
204005,False,True,3,3,0,2215
204006,True,False,1,4,51,3140
204007,True,False,5,5,0,943
204008,True,False,1,4,0,1834
204009,False,False,3,2,0,2072
205000,True,False,7,1,254,1121
205001,False,False,1,0,0,966
205002,True,False,2,0,0,2273
205003,True,False,3,0,514,1832
205004,True,False,3,2,0,2029
205005,False,True,2,4,0,908
205006,False,True,2,1,416,1802
205007,False,True,1,0,0,834
205008,True,False,2,1,460,2390
205009,True,False,3,4,0,1463
206000,True,False,1,5,0,838
206001,False,False,1,5,794,1783
206002,False,False,3,2,915,1108
206003,True,False,3,3,0,1195
206004,True,False,3,0,0,1440
206005,True,False,3,1,0,2777
206006,True,False,3,3,0,1175
206007,True,False,1,4,0,528
206008,False,False,1,2,0,786
206009,True,False,2,5,0,674
207000,False,False,2,1,0,2293
207001,True,False,3,4,32,2140
207002,True,False,1,5,581,1214
207003,True,False,1,4,609,2273
207004,False,True,3,4,0,2609
207005,False,True,1,1,0,1497
207006,True,False,1,1,0,1273
207007,False,False,3,5,0,1153
207008,False,False,2,4,792,1926
207009,False,False,2,1,0,1944
208000,False,False,1,5,0,1175
208001,True,False,2,0,0,811
208002,True,False,3,3,76,1725
208003,True,False,3,5,619,1563
208004,False,False,2,2,0,1633
208005,False,False,2,1,0,686
208006,False,False,2,3,129,2293
208007,True,False,1,1,0,738
208008,True,False,2,4,0,2591
208009,True,False,1,4,184,2470
209000,False,False,2,5,0,1093
209001,True,False,1,2,0,526
209002,False,True,3,5,0,1205
209003,False,False,3,2,0,1721
209004,True,False,2,4,0,1408
209005,True,False,1,2,0,3171
209006,True,False,2,5,0,1218
209007,True,False,2,5,0,1407
209008,True,False,1,1,0,639
209009,True,False,2,2,720,668
210000,True,False,3,1,357,753
210001,True,False,4,1,415,1569
210002,False,False,1,1,0,1935
210003,False,False,1,4,0,2077
210004,True,False,2,4,0,1713
210005,True,False,2,5,0,1376
210006,False,False,2,5,0,1470
210007,False,False,1,4,0,1531
210008,True,False,1,5,0,639
210009,True,False,3,4,110,1639
211000,False,True,2,5,0,2110
211001,False,False,3,0,0,932
211002,False,True,1,5,653,2451
211003,False,False,3,1,0,1065
211004,False,False,6,2,0,2044
211005,False,False,2,0,0,1405
211006,False,False,1,3,0,720
211007,False,True,1,0,0,1850
211008,False,False,2,5,278,2332
211009,True,False,3,3,0,2450
212000,False,False,2,2,186,919
212001,True,False,3,5,0,2477
212002,False,True,3,1,0,1930
212003,True,False,3,3,0,603
212004,True,False,1,2,0,2481
212005,True,False,3,2,0,569
212006,False,False,3,1,0,2140
212007,False,False,3,3,0,2004
212008,True,False,1,4,0,1778
212009,False,True,1,0,0,1874
213000,True,False,1,0,0,2672
213001,False,False,3,5,0,2249
213002,False,True,3,5,676,1725
213003,False,False,2,0,0,2265
213004,False,True,2,3,0,1596
213005,False,True,1,2,0,1369
213006,True,False,1,2,511,986
213007,False,False,1,3,0,1909
213008,True,False,3,2,0,2162
213009,True,False,1,3,0,1345
214000,True,False,3,0,606,1852
214001,True,False,3,5,0,1044
214002,True,False,2,5,556,1534
214003,True,False,1,5,0,2267
214004,False,True,2,0,0,941
214005,False,False,1,4,0,2451
214006,False,False,1,3,0,1326
214007,True,False,3,4,158,1444
214008,True,False,1,3,0,1499
214009,False,False,3,5,412,1801
215000,True,False,1,4,0,2057
215001,True,False,3,3,0,2133
215002,False,True,3,0,0,1814
215003,True,False,2,1,835,785
215004,True,False,4,1,0,1242
215005,False,False,1,5,119,1697
215006,False,True,1,4,633,1487
215007,False,True,1,1,0,1435
215008,False,False,1,1,715,1193
215009,True,False,1,0,0,1017
216000,False,False,1,3,0,2124
216001,False,False,2,4,0,624
216002,True,False,3,1,122,1674
216003,False,False,3,0,0,1557
216004,True,False,2,1,812,1402
216005,True,False,1,0,0,1901
216006,False,False,2,2,0,923
216007,False,False,1,0,307,653
216008,True,False,2,5,0,1752
216009,True,False,1,5,0,832
217000,True,False,3,0,538,2167
217001,False,False,1,2,0,2119
217002,False,True,1,2,0,1608
217003,False,False,3,1,0,1957
217004,True,False,2,4,0,2215
217005,True,False,1,0,825,2313
217006,False,False,1,5,0,1663
217007,True,False,3,5,0,2091
217008,False,False,3,4,0,1645
217009,False,False,2,4,172,607
218000,False,False,3,1,0,2322
218001,True,False,2,5,0,1397
218002,True,False,2,5,0,1365
218003,False,False,1,4,0,1631
218004,True,False,1,0,0,2342
218005,False,False,2,0,0,1685
218006,False,False,1,1,331,802
218007,True,False,2,4,0,2397
218008,True,False,3,0,0,1330
218009,True,False,2,1,0,1668
219000,False,False,2,4,840,1854
219001,True,False,2,1,317,662
219002,True,False,1,3,0,755
219003,True,False,1,1,0,624
219004,True,False,6,5,0,1889
219005,False,False,2,0,0,565
219006,True,False,1,3,0,1617
219007,True,False,1,3,785,1931
219008,False,True,5,4,0,910
219009,False,False,1,2,0,3111
220000,False,False,3,3,0,1889
220001,True,False,2,4,987,1167
220002,False,True,2,0,0,831
220003,False,True,2,0,0,1672
220004,True,False,1,2,0,828
220005,True,False,1,5,0,850
220006,True,False,1,2,99,1773
220007,False,False,2,5,960,2227
220008,False,False,3,3,0,1915
220009,True,False,3,1,0,2107
221000,True,False,2,3,435,1257
221001,False,False,1,2,0,1212
221002,False,True,1,5,0,1140
221003,False,False,6,0,0,2220
221004,True,False,2,4,0,2031
221005,True,False,1,2,731,1542
221006,True,False,2,3,0,977
221007,False,False,2,4,0,1047
221008,False,False,2,0,10,1963
221009,False,True,2,4,44,1832
222000,False,False,3,0,211,2104
222001,True,False,3,1,112,2383
222002,False,False,3,3,0,1157
222003,True,False,6,3,0,2248
222004,False,False,2,0,0,1268
222005,True,False,2,4,0,2484
222006,False,False,3,3,0,1645
222007,False,False,1,5,0,2298
222008,False,False,1,0,769,1952
222009,True,False,1,1,0,907
223000,False,False,2,3,913,1819
223001,True,False,2,2,0,2268
223002,False,False,1,5,0,640
223003,False,False,1,3,0,1958
223004,True,False,1,3,0,1436
223005,True,False,2,0,209,937
223006,False,False,1,5,0,2465
223007,False,True,1,4,220,777
223008,False,False,1,5,0,1442
223009,False,False,3,0,944,1294
224000,False,False,1,0,0,2708
224001,True,False,2,3,0,1334
224002,False,True,2,1,372,1493
224003,False,True,3,2,515,698
224004,True,False,1,3,0,1953
224005,True,False,3,5,0,1051
224006,False,False,3,5,0,2102
224007,True,False,1,0,0,2886
224008,True,False,5,2,804,2536
224009,True,False,1,1,501,1361
225000,True,False,3,5,0,1163
225001,True,False,3,0,278,1978
225002,True,False,3,0,0,2424
225003,False,False,3,1,0,639
225004,True,False,2,3,0,2192
225005,True,False,2,5,911,1206
225006,True,False,2,0,0,706
225007,False,False,3,3,0,1068
225008,True,False,3,2,0,2456
225009,False,False,1,4,0,2450
226000,False,False,6,2,0,1576
226001,True,False,3,5,322,2109
226002,True,False,2,4,384,2495
226003,True,False,1,1,0,2353
226004,True,False,1,4,0,1260
226005,False,False,1,0,0,1937
226006,True,False,3,4,409,621
226007,True,False,7,4,859,595
226008,True,False,3,3,0,1803
226009,False,True,1,0,854,2151
227000,False,True,3,5,0,2303
227001,True,False,2,3,0,947
227002,False,False,3,3,0,1687
227003,False,False,1,2,0,1811
227004,True,False,3,2,599,2452
227005,True,False,2,3,0,1598
227006,True,False,3,4,205,2002
227007,True,False,2,0,739,747
227008,True,False,1,1,0,1070
227009,False,False,2,5,0,766
228000,False,True,3,2,0,1311
228001,False,True,3,5,0,2234
228002,False,False,3,4,0,2588
228003,True,False,1,1,0,2274
228004,True,False,3,4,0,1905
228005,False,False,2,0,0,1667
228006,True,False,5,4,189,1434
228007,True,False,2,0,0,1414
228008,True,False,3,1,0,1040
228009,True,False,1,4,0,2177
229000,False,False,3,0,0,674
229001,True,False,2,2,301,1211
229002,True,False,1,3,0,1592
229003,True,False,3,3,0,2194
229004,False,True,3,4,0,1315
229005,False,False,3,4,784,3294
229006,True,False,1,5,946,1470
229007,False,False,2,0,612,2547
229008,False,False,2,1,963,2360
229009,False,False,2,4,0,1568
230000,True,False,1,5,0,2074
230001,False,False,3,1,418,923
230002,False,False,3,2,0,1491
230003,True,False,2,5,0,1437
230004,True,False,3,3,0,1205
230005,True,False,4,1,0,1550
230006,False,False,3,2,126,1688
230007,False,False,2,1,298,1561
230008,True,False,1,1,0,1190
230009,True,False,7,5,0,882
231000,False,False,2,5,0,658
231001,True,False,3,0,0,2655
231002,True,False,1,1,0,1062
231003,False,False,1,3,0,1749
231004,True,False,1,5,0,2131
231005,False,False,2,4,554,1649
231006,True,False,3,4,0,2040
231007,True,False,3,5,0,1273
231008,False,False,3,1,132,1330
231009,True,False,1,2,0,2228
232000,True,False,2,0,0,2007
232001,False,True,3,5,0,2339
232002,False,False,3,3,415,764
232003,False,False,2,1,0,2481
232004,False,True,2,5,0,2267
232005,False,True,2,0,0,1334
232006,True,False,2,1,0,3128
232007,True,False,3,0,344,655
232008,True,False,1,0,0,2120
232009,False,True,2,1,0,1377
233000,False,False,4,0,0,2296
233001,True,False,3,3,0,1729
233002,True,False,3,3,0,2442
233003,False,False,1,1,0,1287
233004,True,False,2,3,0,1935
233005,False,False,6,5,0,2387
233006,True,False,2,3,921,2072
233007,False,True,2,5,0,1247
233008,False,True,3,5,885,1645
233009,False,False,1,1,802,1613
234000,True,False,1,2,0,1301
234001,False,True,1,0,0,556
234002,True,False,2,1,0,1444
234003,False,True,1,4,0,1424
234004,True,False,1,2,889,1051
234005,True,False,3,4,0,2007
234006,False,True,2,5,0,1726
234007,False,False,2,5,0,1633
234008,True,False,1,3,0,627
234009,True,False,1,5,0,2495
235000,False,True,2,0,779,2056
235001,False,True,3,2,0,1773
235002,False,False,1,5,242,2365
235003,False,False,6,4,0,1833
235004,False,False,1,0,0,1375
235005,False,False,2,3,0,2677
235006,False,False,1,5,0,815
235007,True,False,1,1,0,2843
235008,True,False,3,2,835,1469
235009,False,True,1,5,0,2239
236000,True,False,1,3,719,2073
236001,True,False,3,4,0,1363
236002,False,False,3,3,0,2124
236003,False,False,3,1,271,2480
236004,True,False,2,2,2,1744
236005,True,False,3,5,0,3142
236006,False,False,1,5,0,552
236007,False,True,3,4,0,2275
236008,False,True,3,2,504,1303
236009,False,False,1,4,0,1063
237000,False,False,2,4,0,600
237001,False,False,3,4,0,1541
237002,True,False,2,1,0,772
237003,False,True,1,4,0,3064
237004,False,False,2,3,378,1327
237005,True,False,1,1,0,2134
237006,False,False,3,2,0,2153
237007,True,False,2,2,0,1954
237008,True,False,2,2,0,2089
237009,False,False,5,4,0,2119
238000,False,False,2,0,383,2398
238001,True,False,3,4,375,2333
238002,True,False,3,2,0,979
238003,False,True,3,1,0,896
238004,False,False,3,1,978,1674
238005,True,False,1,5,0,1453
238006,True,False,2,4,173,1405
238007,True,False,3,2,969,909
238008,False,False,3,3,0,960
238009,True,False,1,2,0,2308
239000,True,False,1,5,0,1560
239001,False,False,1,1,75,1060
239002,False,True,1,4,0,1386
239003,False,False,3,0,0,2391
239004,True,False,1,2,143,1585
239005,True,False,1,3,493,742
239006,True,False,3,3,0,1980
239007,True,False,1,0,0,631
239008,True,False,2,4,43,2187
239009,True,False,3,4,254,2410
240000,True,False,1,3,963,812
240001,False,False,5,0,0,1714
240002,False,False,3,0,88,1003
240003,False,True,2,3,0,2370
240004,False,False,2,2,0,1098
240005,True,False,3,5,0,1057
240006,True,False,3,1,0,2393
240007,True,False,6,3,0,1074
240008,False,False,1,0,0,953
240009,False,False,1,4,477,2084
241000,True,False,3,0,361,1648
241001,False,False,3,0,0,1575
241002,False,False,3,3,0,2498
241003,True,False,1,1,0,1553
241004,True,False,6,3,0,960
241005,True,False,2,4,472,1238
241006,False,False,3,0,0,2792
241007,True,False,3,1,0,509
241008,True,False,2,3,0,1401
241009,False,False,3,0,0,1391
242000,False,True,1,4,0,520
242001,True,False,6,1,0,2091
242002,False,False,2,1,885,2341
242003,True,False,6,3,0,1479
242004,True,False,2,1,712,772
242005,True,False,3,3,974,2257
242006,True,False,1,4,424,1355
242007,True,False,1,5,0,1572
242008,False,False,3,1,0,2402
242009,True,False,2,5,0,1172
243000,True,False,1,0,0,2244
243001,False,True,4,0,0,783
243002,False,True,3,1,0,2418
243003,False,False,4,4,0,685
243004,False,True,3,4,0,764
243005,False,False,3,2,0,1229
243006,False,False,1,4,0,1649
243007,False,False,1,5,0,1979
243008,False,False,3,0,0,1995
243009,False,False,1,4,0,1887
244000,False,False,1,2,373,1817
244001,True,False,2,3,0,1437
244002,True,False,3,5,512,1270
244003,False,False,2,2,0,2364
244004,False,False,2,5,0,1913
244005,True,False,3,2,0,2177
244006,True,False,2,3,0,1071
244007,True,False,2,2,0,1081
244008,True,False,3,3,767,505
244009,True,False,1,0,0,1608
245000,False,True,2,0,0,2919
245001,False,False,1,0,981,2353
245002,False,False,5,3,0,2020
245003,True,False,2,0,0,1411
245004,False,True,2,3,0,2086
245005,False,False,3,2,0,1578
245006,True,False,1,1,0,1135
245007,True,False,1,3,0,1239
245008,True,False,2,3,696,2290
245009,True,False,3,1,0,2281
246000,True,False,2,3,0,1689
246001,False,False,6,4,0,1918
246002,False,False,1,3,828,1748
246003,True,False,3,0,0,1170
246004,False,False,3,0,0,2037
246005,False,False,1,3,0,1572
246006,False,False,3,0,3,3300
246007,True,False,2,0,0,528
246008,False,False,1,1,0,1701
246009,True,False,1,4,890,2372
247000,False,False,1,0,0,1760
247001,True,False,5,3,611,847
247002,False,True,3,0,0,2279
247003,False,False,3,3,0,1689
247004,True,False,2,0,488,1184
247005,True,False,2,4,452,2082
247006,True,False,2,0,832,2259
247007,False,False,2,1,763,2385
247008,True,False,1,4,0,1632
247009,True,False,2,3,0,845
248000,True,False,2,0,0,1276
248001,True,False,3,0,281,1731
248002,False,False,5,4,0,965
248003,True,False,3,5,0,1387
248004,True,False,1,4,0,2253
248005,False,False,1,0,0,779
248006,False,False,3,2,0,2662
248007,True,False,3,5,0,2365
248008,True,False,2,0,838,1576
248009,True,False,1,2,0,2356
249000,True,False,2,2,0,2095
249001,True,False,1,3,0,1021
249002,False,False,2,0,0,2529
249003,True,False,1,1,0,1790
249004,True,False,1,4,0,2018
249005,False,False,3,0,0,2499
249006,True,False,4,0,0,2253
249007,True,False,3,1,0,904
249008,False,False,1,0,0,2334
249009,False,True,1,2,0,1216
250000,False,True,2,2,0,2063
250001,True,False,2,4,0,2144
250002,True,False,2,1,0,1441
250003,True,False,2,2,0,2378
250004,True,False,2,4,0,1778
250005,False,True,3,0,733,2468
250006,True,False,3,1,0,1716
250007,False,True,2,4,0,2005
250008,True,False,4,5,0,1101
250009,False,False,2,2,0,1609
251000,False,False,2,5,0,1694
251001,True,False,3,0,0,1464
251002,False,True,2,0,0,1311
251003,False,False,1,1,805,1192
251004,False,False,5,4,448,2275
251005,False,False,2,0,0,1770
251006,True,False,3,5,0,1506
251007,False,False,2,5,691,866
251008,False,False,1,3,0,2103
251009,False,False,3,3,0,1448
252000,False,False,5,5,0,1271
252001,False,False,1,4,0,1646
252002,True,False,2,1,0,1772
252003,False,False,2,4,0,1890
252004,False,False,2,5,0,1260
252005,True,False,2,1,0,1006
252006,False,True,3,1,0,2216
252007,False,True,2,1,0,681
252008,True,False,3,0,0,2418
252009,False,True,5,4,0,1864
253000,True,False,5,0,0,1389
253001,False,True,3,4,95,584
253002,True,False,1,4,0,2327
253003,True,False,2,2,0,1160
253004,False,False,2,2,0,591
253005,True,False,2,5,578,2221
253006,False,True,1,0,0,2338
253007,False,True,1,0,0,1423
253008,False,False,1,0,0,848
253009,False,False,1,3,0,979
254000,True,False,1,3,0,1215
254001,False,True,3,1,0,2256
254002,True,False,2,2,0,2596
254003,False,True,2,4,0,1271
254004,True,False,2,4,0,1631
254005,True,False,2,4,476,1611
254006,False,False,4,3,0,2248
254007,True,False,2,4,0,2073
254008,False,True,1,4,316,700
254009,False,False,2,1,817,2059
255000,True,False,6,0,0,1512
255001,False,False,2,5,0,841
255002,False,True,1,3,0,2492
255003,False,False,1,2,0,2200
255004,True,False,2,3,0,1238
255005,True,False,2,4,0,2246
255006,False,False,2,0,0,1519
255007,True,False,1,4,0,1612
255008,False,False,1,3,0,1583
255009,True,False,3,1,758,555
256000,True,False,1,0,0,3191
256001,False,False,2,5,0,2444
256002,True,False,3,3,0,1585
256003,False,False,7,5,0,2235
256004,False,True,2,1,731,1404
256005,False,True,3,2,270,2457
256006,True,False,1,3,0,1733
256007,False,False,2,3,432,971
256008,True,False,2,3,373,687
256009,False,False,2,3,0,1396
257000,True,False,5,3,0,3048
257001,True,False,1,1,209,607
257002,True,False,3,3,0,2041
257003,True,False,3,5,0,903
257004,True,False,2,3,0,530
257005,True,False,1,2,125,903
257006,True,False,6,4,0,1416
257007,False,False,3,2,0,1613
257008,False,False,1,3,0,1101
257009,False,False,2,3,0,643
258000,True,False,2,5,0,2078
258001,True,False,3,3,0,726
258002,True,False,1,1,0,1711
258003,True,False,3,1,0,2310
258004,False,False,3,4,504,2243
258005,False,False,3,5,0,2486
258006,False,False,3,1,226,837
258007,False,False,6,4,0,862
258008,True,False,1,3,718,1851
258009,True,False,3,5,0,1997
259000,False,False,1,3,0,1864
259001,False,False,2,5,0,1786
259002,True,False,6,1,0,1004
259003,True,False,2,3,0,2068
259004,False,False,2,3,0,1685
259005,True,False,1,1,782,2402
259006,False,True,7,5,0,1197
259007,False,False,2,2,0,1007
259008,True,False,2,3,680,1477
259009,True,False,1,3,0,2825
260000,True,False,2,4,73,2418
260001,False,False,7,5,0,879
260002,False,False,2,4,940,1509
260003,False,True,3,1,0,601
260004,False,False,3,4,0,2133
260005,True,False,2,5,0,2570
260006,False,False,1,4,0,992
260007,False,True,1,2,0,791
260008,False,False,1,5,779,2418
260009,True,False,3,2,0,1259
261000,False,False,2,4,0,1826
261001,True,False,2,0,844,2050
261002,False,False,1,2,0,1522
261003,True,False,2,4,0,2096
261004,False,False,1,0,0,1660
261005,True,False,2,0,0,2156
261006,True,False,2,4,0,1112
261007,True,False,3,5,0,863
261008,False,False,7,1,0,2142
261009,False,False,1,4,0,1064
262000,True,False,3,3,991,2005
262001,False,True,2,2,0,1776
262002,False,False,2,0,0,2338
262003,False,False,5,0,0,744
262004,True,False,3,1,0,1004
262005,False,False,2,3,0,2089
262006,True,False,1,4,0,1894
262007,False,False,1,4,0,799
262008,False,False,2,5,0,2136
262009,False,False,1,4,0,1765
263000,True,False,6,4,0,1405
263001,False,False,3,1,0,911
263002,True,False,2,3,0,1662
263003,False,False,1,3,0,2172
263004,False,True,2,5,0,1066
263005,False,False,1,1,0,536
263006,True,False,3,1,0,1551
263007,False,False,2,0,0,910
263008,True,False,5,5,0,2105
263009,True,False,2,3,0,2747
264000,True,False,1,2,0,829
264001,False,False,1,4,0,1009
264002,False,False,1,1,287,908
264003,False,False,1,3,0,846
264004,True,False,1,2,0,1006
264005,False,False,3,0,0,3063
264006,True,False,5,2,0,2476
264007,True,False,1,1,217,1367
264008,False,False,2,2,0,2052
264009,True,False,2,5,0,802
265000,False,False,5,4,0,2499
265001,True,False,1,3,936,796
265002,False,False,1,4,902,2390
265003,True,False,3,4,0,1220
265004,False,False,7,1,0,1518
265005,False,True,3,1,0,1603
265006,True,False,1,0,738,1821
265007,True,False,2,2,0,1647
265008,True,False,1,2,389,1770
265009,True,False,1,1,0,687
266000,True,False,2,3,0,1550
266001,True,False,2,3,0,1744
266002,False,False,2,4,0,2135
266003,True,False,2,1,182,1826
266004,True,False,3,1,0,2332
266005,True,False,4,2,0,1929
266006,True,False,3,1,0,753
266007,False,False,1,0,0,2387
266008,True,False,2,2,0,1933
266009,False,False,2,2,0,971
267000,True,False,1,5,405,1917
267001,False,False,5,4,0,2272
267002,False,False,1,0,0,589
267003,False,False,2,1,0,822
267004,True,False,2,5,0,882
267005,False,False,3,2,573,1111
267006,False,False,2,4,930,1065
267007,False,False,1,4,0,1384
267008,False,False,1,2,0,1644
267009,False,False,2,1,0,1311
268000,True,False,1,5,639,1688
268001,False,True,1,5,0,1248
268002,True,False,1,0,0,2173
268003,False,False,1,4,311,648
268004,False,True,1,3,637,1067
268005,True,False,3,5,0,1252
268006,False,False,2,3,0,952
268007,False,True,3,1,0,1080
268008,False,False,6,0,549,688
268009,True,False,1,2,772,2216
269000,False,False,1,2,0,2282
269001,False,False,3,5,0,1742
269002,True,False,2,1,1000,556
269003,True,False,3,3,0,2489
269004,False,False,1,4,0,2495
269005,True,False,3,5,0,1880
269006,True,False,2,5,0,1414
